,Página,Texto Extraído,É uma nota?,Confiabilidade,is_nf_input,Maior valor da nota,Data mais comum
119,119,"14/10/2022 12:27

nº:2022/9651

dc(
:: nfs-e - nota fiscal de serviços estria h à

nfs-e - nota fiscal de serviços eletrônica

|emitida em:
14/10/2022 às 12:27:52

belo horizonte administracao de hoteis ltda

cpf/cnpj: 34.923.751/0002-82

competência: código de verificação
14/10/2022 6f57e640 |

inscrição municipal: 1177650/002-9

belo horizonte
telefone:

e ue
ps mteretere

""tomador do(s servic o(s

ave olegario maciel, 1748, terreo, santo agostinho - cep: 30180-119
mg

email

cpf/cnpj: 00.394.411/0001-09

inscrição municipal: não informado

' secretaria especial de administracao da presidencia
praca dos tres poderes, sn, zona civico-administrativa - cep: 70100-000

' brasilia
! | telefone: | não informado
“nfs-e substituída: 2022/9650

df
email: não informado

discriminação do(s) serviço(s)

: produto: diaria
quantidade; 83,0000
valor: 357,169 produto: |5s
quantidade: 1,0000

: valor: 1482,250

observações: trib. aprox. rs 4186,61 federal rs 0,00 estadual rs 958,72 municipal fonte: ibpt/empresometro.co chave: 02c353 hospedagem grupo p.r
| conta: 18441/0 pagamentos: visa credito 31. 127, 25 / data de abertura: 09/10/2022 18h40md1 data de fechamento: 14/10/2022 12h24m27

“código de tributação do município (ctiss)

| flat-hotel ou congêneres

' subitem lista de serviços lc 116/03 / descrição:
9.01 / hospedagem de qualquer natureza em hoteis, apart-service condominiais, flat, apart-hoteis, hoteis residencia, residence-
service, suite service, hotelaria maritima, moteis, pensoes e congeneres; ocupacao por temporada com fornecimento de servico
(o valor da alimentacao e gorjeta, quando incluido no preco da diaria, fica sujeito ao imposto sobre servicos). |

0901-0/02-88 / hospedagem em apart-hotel, apart-service condominial, flat, hotel residência, residence-service, suíte service,

cod/município da incidência do issqn:
3106200 / belo horizonte

ri pe imo

natureza da operação:
tributação no município

'* yalor dos serviços: r$ 31.127,25 valor dos serviços:
- () descontos: - r$0,00 (-) deduções:
(-) retenções federais: e r$ 900 io escama incondicionado:
- (5) iss retido na fonte: r$ 9, 00 (= a de cálculo;
ei er (x) íquota:
valor líquido: r$31. 127, 25 -
(=)valor do ss:
see prefeitura de belo horizonte - secretaria municipal de fazenda
ê rua espírito santo, 605 - 3º andar - centro - cep: 30160-919 - belo horizonte mg.
à dúvidas: sigesp
pad
cielo im cielo quam
hz pla fibeo ha rdministra y h2 platinum administra
o mono ontem é cnpj 34923 751/0002-62
% relo 4 s4onte mg e [ca belo horizonte mg o
e [emu sua 6 000,00] e rem 25.127,25,
az
eiod visa ss

<s40 rt 1129424

https://bhissdigital.pbh.gov.br/nfse/pages/exibicaonfs-e,jsf

gs cquasnasânia 5704 visa
2 pos 00707387

doc: 657081

exija o di
compro:

r$ 31.127,25

* r$0,00
“r$0,00

— r$31.127,25

5%

e re x ter

11
",1,0.6051923482152459,1,"958,72",14/10/2022
120,120,"reservado

comprovante de saque
de cpgf

presidência da república
secretaria-geral
-. sa/dirof/economato

read
k

esa el. dee ai

comprovantes de saques para realizar o pagamento dos serviços aeroportuários no aeroporto zona
da mata, goianá — mg, durante a viagem do senhor presidente da república à cidade de juiz de
» no valor total de r$

fora — mg, em conformidade com os documentos fls ê o) a

sise6

el sistema ue informações banco do brasil
2a o - f

alto-atendimento  — 19,58.57
g022

comprovante de saque
cartao de credito

il
butorizscas: 295879
sequendial transaçao: banga2

taler do caque: r$ 1.662,08

50 comd conservar este documento,
ss informações,

sisbb - sistema de informacoes banco do brasil
12/09/2022 — auto-atendimento — 11.03.05
481171056 (1359

comprovante de saque
cartao de credito

portador:

autorizacao: 206310
sequencial transacao: 000002
valor do saque: rs 1.000,00

tedeisttilt=t 2222 ——

leta mo verso como conservar este documento,
entre outras informações,

sisbb - sistema de informacoes banco do pp
12/09/2022 — —auto-atendimento = rs
481171055 |

comprovante de saque
cartao de credito

portador: 9
autorizacad: 205

sequencial transacao: 000004 nam
valor do sae: r$ ,

leia ro verso como conservar este documento,
entre outras informações.

vante de saque

de credito

petrte
1.000,

leia no venso com ar este documento,

entre cuiras

sisbb - sistema de infurmaces banco do bra

12/09/2022  —  auto-atendimento  - 11.03.05
481171056 (1359

comprovante de saque
cartao de credito

portador: silo r

autorizacad: 20:10
sequencial transacad: 000002

valor do saque: r$ 1.000, 00

leia no verso comv conservar este documento,
entre outras informações.

sisbb - sistema de informacdes banco do brasil
12/09/2022 - auto-atendimento = 11.09.10
481171056 0259

comprovante de saque
cartao de credito

portador:

autorizacad: 206489
sequencial transacag: 000004
valor do saque: res

800,00

leia no verso como conservar esto documento,
entre cutras informações.

std: e

reservado
",0,0.9759171338011424,0,"800,00",12/09/2022
121,121,nan,0,0.9713539239537082,0,0,
122,122,"reservado fl os

comprovante de pagamento
sd no deposito em conta corrente
presidência da república

secretaria-geral
sa/dirof/economato

pagamento das despesas aeroportuárias realizadas no aeroporto zona da mata, na cidade de goianá
— mg, conforme o pedido do oficial de transporte aéreo fl

a ad , referente a nf-e
nº 119 da empresa t. freitas suzuki eireli, cnpj 17.708.653/0018-70, fi] 12

caixa economica federal re

1) sn
2286 - palacio do planalt mora: 11:08:22

vó tr
damn: 1102 nsu: co006 nu |

comprovante de aetastto caixa economica federal

num. doc.:

2286 - palacio do planalto
agenciavoonta creditada: 0614/003/00 .002.40-4 data: 12/09/2002 hora: 11:08:28
nome: 7 freitas suzuki etreli terminal: 1102  nsu: 000026 aut. : 0003
pers ineiro rua comprovante de deposito
esf/onp: 171.955.038-79 num.doc. : 082286

a

valor lecie: 5808 00 agencia/conta creditada: b614/003/08.002.840-4
valor :

nome: t freitas suzuki eireli
portador do recurso
leonardo pinheiro rua
cpf/cnpj: 171.955.038-79
informacoes, reclamacoes, sugestoes e elogios

valor total: e . 800,00
se. a a oa e ana valor em especie: 2.800,00
quvidoria a caíxa. gov. dt

” cliente , reclamacoes, sugestoes e elogios
ais nda sac caixa baoa 726 b101
ouvidoria da caixa: bbb 725 7474
wnw.caixa.gov.br

ta via - via cliente

reservado

rr»... o
",0,0.9733671063547648,0,"800,00",12/09/2002
123,123,nan,0,0.9713539239537082,0,0,
124,124,"reservado!

secretaria de administração e finanças

nota fiscal eletrônica - nfe son aaa

data e hora de emissão

19/08/2022 - 11:29:50

código de verificação

2022081911295020222277109

dados do prestador de serviço

17708653001870

cnpj/cpf: inscrição municipal: 869

razkó soaisynnómas: t. freitas suzuki eireli

endereço rod mg 353 km 38 - zona rural, aeroporto regional

município: goianá - estado: mg - cep: 36152000 tel.: 000

dados do tomador de serviço
cnpj/cpf: 00.394.411/0001-09 inscrição estadual/rg:

razão social/nome: presidencia da republica

endereço pc dos tres poderes, - palacio do planalto - eixo monumental

q município: brasilia - estado: distrito federal - cep: 70.100-000 tel.:

código do serviço/ atividade

ativ. aux. dos transp. aéreos, exc op. dos aeroportos

discriminação dos serviço ref. competência agosto/2022

referente a dois atendimentos de aeronave embraer vc-02 no aeroporto de zona da mata conforme descrito abaixo:
pedido de missão nº: 1420/2022

1º atendimento: 12/08/2022 10:15 r$ 1.400,00

2º atendimento: 16/08/2022 11:00 r$ 1.400,00

nome unitário quantidade total
voos presidencia 2.800,00 1 2.800,00
pis (r$) cofins (r$) ir (r$) inss (r$) csll (r$)
deduções de materiais (r$) descontos incondicionados (r$) descontos condicionados (r$) outras retenções (r$)

valor total da nota (r$)

2.800,00

iss a reter alíquota (%) valor do iss (r$) valor líquido da nota (r$)

ec ee

simples nacional / mei

tributação: no município

local de verificação de autenticidade: www.admnotafiscal.com.br

reservado
",1,0.9250406102335824,1,"2.800,00",19/08/2022
125,125,"h

presidência da república
secretaria-geral

pagamento de r$4. 78. s8 ee mil quinhentos « e setenta e oito reais e cinquenta |
e oito centavos) referente às despesas com comissaria, conforme documentação enviada
pelo oficial de transporte aéreo do escav po, de janeiro, de 20'a 24 jul 22, (figag a

na?) conforme nfs-e nº fp sa; ain lg é mitida pela empresa gate gourmet ltda
(fizav a 228).

“original

",0,0.9883954111269713,0,0,
126,126,"presidência da república
secretaria-geral

comprovante de despesa

pagamento referente às despesas com gêneros para atender às demandas do sr
presidente da república, conforme pedido do ajudância de ordens (flz4 a 270).

original

super mercado zonasul s/a - a
rua guustava de sampato, (:
leme - rio de janeiro - nº
cnpj: 33.381.286/9621-98
je :85959561
pdu-001
zona sul fl 12

visa

cielo
visa credito
494405 c=7»»+9062
ce vias pas rut=267397
: u7/24 15:48 onl-l

piá as aedes “im 35
em ur

(sitef)

super hercado zohasul s/a - loja 12
rua rustaua ea ia a6 5
leme - rio dj

cnpj: e ea je o!

ed: fi
z0na sul fl 12

visa
cielo
visa credito
49840900x249062
fa via-cliente aut=267397
doc=501179 22/07/22 16:48 onl-c
venda à credito
valor: 1.020,35

gitef)

super mercado ao s/a - loja 12
rua gustava d es a 679
leme - rio de janeiro - rj

cnpj: db 286/9021-96
te: 85959581
pdu:002
z0na sul fl 12
visa
cielo
visa credito
4984090000:+9062
ta via-cliente aut=235206

doc=000393 23/07/22 10:30 onl-c
venda à credito

valor: 169,80

(sitef)

per ba] zonasul s/a - loja 12
” rua gustava de na. 679
le rio de - rj
cnpj: e a ar -98

du:o
z0na sul fl 12

visa credito

datados?
a via- aut=235206
pit mem ion 10:30 onl-c

venda à credito e
valor: “169,80
(sitef)
",0,0.946349106165387,0,"169,80",
127,127,"â
“rvadu u led.

reco oa ic a

ed

comprovante de despesa

presidência da república
secretaria-geral

pagamento referente às despesas com lanches e refeições conforme pedido do csa
(1293 a 2/2.) do escalão avançado rio de janeiro-rj, no período de 20 a 24 jul 22,
conforme nfs-e nº qoogoo(3 , emitida pela empresa panificação ségredos de laura ltda

(fp 2/5).

te is

meo;
na

no

iento fiscal, de nº jn

é

via cliente
“p3.26,556.528/0001-35

e 3 rio de janeiro
lal; r$ 38, 115, 00
itu a vista
visa

e

drirer en ra gs
ia nei a pa
g24/07/22 - 08h59 (o
auto:220613 tern:cws2a94y

y fiscal de nº indicady
tipo;

cópia

via cliente

ificacao seg chpj:26. 556. 528/0001-35
vd vint e oito seter o rio de janeiro

al: r$ 38.115,00
a vista

visa errar anioe?
:24/07/22 - 08h59 (c) |
q utmm tern:ch523945

|
ie |
é

psi end o

e je servadui

",0,0.9605221268533195,0,"38.115,00",
128,128,"- 1

recebemos de panificacao segredos de laura os produtos / serviços constantes da nota fiscal indicado ao lado
emissão: 24/07/2022 - dest. / rem.: presidencia da repub or total"" r$ 38.115,00
identificação e assinatura do recebedor h i

data de recebimento

nº 0000000137

identificação do emitente

panificacao segredos de laura

danfe

documento auxiliar da
nota fiscal eletrônica

0 - entrada [|]
1- saída
nº 000000013 f.1 1
serie 002

chave de acesso
3322 0726 5565 2800 0135 5500 2000 0000 1316 5471 2981

consulta de autenticidade no portal nacional da nf-c .
www.nfe.fazenda.gov.br/portal
ou no site da sefaz autorizadora
protocolo de autorização de uso

333220141743874 24/07/2022 06:58:56 .

inscrição estadual do subst. trib. cnpj/cpf
26.556.528/0001-35

cnpj/cpf data da emissão
00.394.411/0001-09 24/07/2022
bairro / distrito cep data saída / entrada
eixo monumental 70100-000 24/07/2022
fone/fax . uf inscrição estadual hora da saída
61)3411-3414 06:58:55
cálculo do imposto

base de cálculo do icms valor do icms base cálc, icms subst. valor do icms subst. valor total dos produtos
0.00 0,00 0,00 0,00 38.115,00
valor do seguro desconto outras desp. acess. valor do ipi valor total da nota rr
0,00 0,00 0,00 0,00 e a 8.115,00

frete por conta código antt placa do veículo uf cnpj/cpf
9 - sem frete
qi
dados do produto / serviços
e

| prod./serv desconto líquido | cálc. icms cms. irl [icmst ipi]
o [2201100] 05006808 jun | 108900] 350] 000) 381150] 000] 000] 000] 0,00] 000]
[2004900d 0102]6102]un | 108900] 200] 000] 217800] 000] 000] 000] 000] 0,00]
[is0ss0sd oto2]etot jun | 108900] 1,50] 000] 163350] 000] 000] 000] 000] 000]
2202100 0500/6404 jun 108900) | 550] — 000] 598950] 000] 000] 000] 000] 0,00
[1602500d 0102]6102jun | 217800) 1125] 000] 2450250] 000] 000] 000] 000] 000

boulevard vinte e oito de setembro,
00213 - vila isabel - cep:20551-085 - rio
de janeiro - rj

tel: (21)2568-8990

natureza de operação

venda

finscrição estadual

87.266.36-2
destinatário / remetente
nome

razão social

presidencia da republica

endereço

pc dos tres poderes, sn

municipio

brasilia

endereço

quantidade

descrição do produto / serviço
agua mineral s gas 500ml
barra cereal und 22gr
maca fruta unidade
refrigerante em lata - 310ml

sanduiche de queijo c presunto

dados adicionais
informações complementares

reservado ao fisco

sistema frest - www.frest.com.br

série dos aço a
",1,0.9923025593095777,1,"8.115,00",24/07/2022
129,129,"ê à inscrição: isento
***endereço: av. borges de medeiros,2363
“ rio de janeiro - rj - 22470.000
c.g.c. 00.394.502/0002-25
fone: (21) 2259.5712 fax: (21) 2259.5712

fatura de indenização de hospedagem: 0000048827 / 164 pag. 1

hospede: cap sergio cordeiro apto / suite: 406

endereço: ,/ cep reserva : 70070

cpf / cnpj: tipo: of.int/sub/gm-triplo
tabela: tab1

empresa: palacio do planalto
c.n.p.j: 00.394.411/0001-09

emissão : 24/07/2022 entrada: 23/07/2022 saida: 24/07/2022
11:10 11:29
data historico observações valor tp
23/07/2022 17:27 diaria 109,00 d
24/07/2022 11:25 diversos ref a taxa de credito 5,10 d
24/07/2022 11:28 visa credito 125,00 c
** sub-totais **
diaria 109,00
diversos 5,10
visa credito 125,00
+ despesas: 114,10
+ tx.servico: 10,90

=total: 125,00

grato pela preferencia
volte sempre !!!!

valor a pagar fé

r$125,00(cento e vinte e cinco reais) y

data gestor ) as contas devem ser pagas qdo.apres.
lotul o 2. m hm - ku fa ha k bills must be payed when presented

; hotel de trânsito da marinha no rj e
bh é

",0,0.9645973623094296,0,"5,10",24/07/2022
130,130,"recebemos de supermercado zona sul sa fi2 (33.381.286/9021-98) os produtos constantes, da nota fiscal indicada ão lado-
emissão: 26/07/2022 13:51:06 valor total: 169,80 end. destinatário: pc dos tres poderes nº 201, superior aaa baírrq pro
monumental cep: 70100-000 município: brasilia uf: df 5 dê mao fatpiva

á

data de recebimento identificação e assinatura do recebedor
presidencia da republica

da nota fiscal

identificação do emitente

supermercado zona sul
sa f12 eletrônica
chave de acesso
zon sy rua gustavo sampaio a | 0- entrada 3322.0733.3812.8690.2198.5505.5000.1368.6211.4031.4746
b, nº 679, a/ b, leme, rio de 1-saida
cocos de coração janeiro/rj, fonc: (2125426949 nº 136.862 consulta de autenticidade no portal nacional da nf-e
, cep: 22010-000 = www.nfe. fazenda.gov.br/portal ou no site da sefaz autorizadora
serie 55

fi 1/1 vial

protocolo de autorização de uso
333220143229871 26/07/2022 13:51:24

cnpj
33.381.286/9021-98

natureza da operação
venda merc .com subst.tribut.
inscrição estadual
85959581

insc.estadual do subst.tributario

destinatário/remetente

cnpycpf
00.394.411/0001-09

endereço

bairro/distrito ce data de entrada saida
pc dos tres poderes nº 201, superior ala a 70100-000 26/07/2022
município fone/fax uf inscrição estadual hora de saída
;

formações do local de retirada
nome / razão sociai cnpycpf inscrição estadual
supermercado zona sul sa fi2 33381286902198

endereço bairro distrito cep

rua gustavo sampaio 679 a/bnº1, leme 22010-000

município uf fone/fax

rio de janeiro rj (21)25426949
fatura
000136862 vencto: 26/07/2022 valor: 169,80

nome / razão social
presidência da republica

data emisão
26/07/2022

calculo do imposto
base de calculo do icms substituição

base de calculo do icms valor do icms valor do icms substituição valor total dos produtos
valor do frete valor do seguro desconto outras despesas acessórias valor do ipi valor total da nota

transportador/ volumes transportados

razão social frete por conta código antt placa do veículo ]f uf cnpj/cpf
o - remetente (cif)
e a
espécie marca numeração peso bruto peso liquido
unidade 3,200 3,200

os produtos serviços

odigo [descrição do produto / ncm/sh/] ean  [cstfcror] unid. qtde unitario] v.total [%des|bcicms/| v.icms/| v.ipi | [aliquotas
serviço cest bcst | vlst icms
118192 |pao hot dog wickbold 19059090 / | 78960663 10862 | 060 | 5405] un 20.0000 8,490] 169.80 0,00 0,00 0,00] 0,00
[c/4un 200g vir. trib(f,e,m):r$ [1706200
44.90

quantidade
20,00

dados adicionais

informações complementares reservado ao fisco
imposto retido por substituicao art 27 e 30 livro il do ricms... bc icms st tot. r$

128,31 icms st tot. r$ 3,64 bc fcp st tot. r$ 128,31 fcp st tot. r$ 0,60 produto: 118192
qtd: 20,0000 bc icms st: r$128,31 icms st: r$ 3,6376 aliq st: ,000 bc fcp st: r$128,31

fcp st: r$ 2,0000 aliq fcp st: ,600 vl.aprox.trib.(f): r$22,83 (e): r$22,07.(26,44%)-fonte:-ibpt

”

powered by rms - uma empresa (5) totus
",1,0.9999978616948448,1,"8,49",26/07/2022
